Text,Label
আল্লাহ তুমি ইসলামের হেপাজত জামিন। এই রকম ছাএ পতিটা বাবা মায়ের গর্ব।। আল্লাহু আকবার ,joy
মনে হলো...... যাব কিনা চিন্তা করতে হবে..!!!!!!!!! ,surprise
এই প্রথম কোনো নাটক দেখলাম যেটির ডিসলাইক এত কম।বাংলাদেশে সেরা।ভিউস হবে আস্তে আস্তে। ,joy
আর বালিশের কাভারের দাম ধরা হয়েছে ২৮ হাজার টাকা ,sadness
পাঁচ ওয়াক্ত নামাজ পড়ার সাথে লাইক দেওয়ার সম্পর্কটা কি? ,sadness
আফ্রিদি ভাই আপনাকে আমি নিজের চোখে দেখার জন্য অধীর আগ্রহী হয়ে আছি কিন্তু কিছুই করার নেই আল্লাহ পাক রব্বুল আলামীন হয়তো আমার দোয়া কবুল করবেন অনেক দেরিতেইনশাআল্লাহ বেঁচে থাকলে আপনার সাথে আমার একবার দেখা হবে ,joy
আপনার চিত্তকার ভাল লাগল না ,anger
তাসকিন এবাদত ও ১৪০+ গতিতে বল করতে পারে।গতিই সব নয়।তাসকিনই তো উদাহরন হিসেবে আছে।গতি আছে অনেক কিন্তু লাইন লেন্হ ঠিক নেই।হাসান মাহমুদকেও একই রকম বানিয়ে ছাড়বে নির্বাচকরা। পরিনত হওয়ার আগেই দলে নিয়েছে। ,anger
"বালের নিউজ করো..? মিন্নি খানকি যে এই খুনের সাথে জড়িত তা এই ভিডিওতে স্পষ্ট বুঝা যায়,তার আচরণ দেখেন,সে কতো স্বাভাবিক হাটছে.... ",sadness
চলো এগিয়ে যাই ,joy
অনেক দুরুত কথা বলছেন সবাই কিন্তু স্পষ্ট ❤ ,joy
"এসব কি,,আর কতো,,,ওরে বাট পার। ",sadness
দেশের মানুষ ভাত পায়না। কৃষকেরা ফসলের ন্যায্যমূল্য পায়না। তবে রাজনীতিবিদরা পকেটে ঠিকই টাকা ঢুকাতে পারে। জানিনা যুগে যুগে আরো কত কি দেখব এদেশে ,anger
হাহাহা সব জোকার একসাথে ,joy
অভিনন্দন প্রিয় বাংলাদেশের জন্য শুভ কামনা রইল তোমাদের জন্য এগিয়ে যাও জয় বাংলা ,joy
আর তারপরই আসে তুষার ঝরানো দীর্ঘ হিম শীতল উইন্টার। নাহ্ ,joy
শেখ সাদির ফেনেরা এখানে লাইক দিন ,joy
শাব্বিরের পুটকি মারা উচিত ,sadness
হা হা হা ,joy
ভালোবাসার দুই ভাই আপনারা❤❤❤❤❤❤❤ ,love
পরিচালক কে আমি ধন্যবাদ জানাই।এই আরো নাটক করতে হবে ,joy
আমি সত্যিই মুগ্ধ হলাম - কলকাতার ওয়েদার এবং পরিবেশ খুব জোস লাগলো! আমি সময় পেলে যাবো একদিন! ,joy
সময় টিভি কে অনেক অনেক ধন্যবাদ।। ,love
সেটা বুঝবে কীভাবে!! এদেশের লক্ষ লক্ষ ছেলেমেয়ে মাস্টার্স পাশ করার পরে ভাবে ,anger
অনলি নোয়াখালী ইজ রিয়েল। ,joy
বঙ্গবন্ধু শেখ মুজিবুর রহমানের স্বদেশ প্রত্যাবর্তন দিবসে বিনম্র শ্রদ্ধা... ,love
উদ্ধারের কাজে কেউ নেই ,anger
নাটকা ভালো হয়নি আগের গুলো ভালো হইছে ,anger
আমি মাদারীপুরের ছেলে😁😁। ,joy
একফোঁটা দুধের মূল্য! :'( ,anger
ভাইদাইমার ডায়লগ দিয়ে গান বানাও 😂🤣 ,joy
এখানে সুট পরা কাউয়া ,sadness
সামসী এগুলা কিভাবে করে বুঝলাম না ,surprise
কপি ডিরেকশন বালের গান আমার ,sadness
"পাপন, সালাউদ্দিন , এদের কারনে জাতীয় দল গুলো ভালো করতে পারে না। ",anger
অসাধারন. গানের. ভাষাগুলো. গানটাও. ভালো. লাগলো. আপনাদের. সবাইকে. ধনোবাদ. 👍👍👍👍👍👌👌👌 ,joy
ভালোবাসার মানুষ চমক ডি জে ,love
২০২০ সালে এসে কে কে শুনেছেন। শুধু তারা সাড়া দেন। লাইক কমেন্ট করে জানিয়ে দেন।। ,joy
নোয়াখালীর ভিসার জন্য এপ্লাই করছে।পেলেই নোয়াখালী ব্লক করতে চলে যাবে আফ্রিদী😂😂😂😂 ,joy
কি বলেন ভাই!!! ,surprise
উচ্চারণ ঠিক করেন আগে ,sadness
নাটকটা ভালো হয়নি ,anger
এই গানটা কে বিশ বারের মতো সুনেছেন ,love
আপনি ছেলে না মেয়ে ,surprise
ধন্যবাদ সংসদ সদস্য ,joy
এদের ফাসি দেওয়া উচিত ,sadness
এই তো কত সুন্দর একটা ভিডিও ,joy
ধর্ষণের কথা স্বীকার করেছে খানকির পোলা করা হয় ক্রসফায়ার করে না কেন ,sadness
ভাই তুমি শরিঅতপুর জেলায় আসো ,love
কিন্তু ইঞ্জুরিতেই তার জিবন শেষ হয়ে যাচ্ছে। ★স্ট্রাইকার - আজকের ম্যাচে সবচেয়ে অকার্যকর ছিল লামেলা ,anger
তুই শুধু বিদেশ থাকস বলে। আর নইলে তোর যে কত স্ক্যান্ডাল বের হইত আল্লাহই জানে। ,sadness
যে মেয়েটা তর্ক করছে ও কি ভদ্রতা সম্পর্কে কোন নলেজ আছে যাদের মধ্যে বিন্দুমাত্র সামাজিক ভদ্রতা নেই তাদেরকে কেন এরকম একটা বিতর্ক সুন্দর প্রতিযোগিতা নিয়ে আসতে হবে এই সমস্ত মেয়েদেরকে গ্রেট চিহ্ন দিয়ে জুতা মেরে এখান থেকে বের করা উচিত আমি মনে করছি এটা আমার সাধারণ মতামত ,sadness
ভাই একবার না দুই বার খাইছি কিন্তু এখন যে আছে সে অনেক ভালো আমার অনেক কেয়ার করে অনেক ভালোবাসে ও আমাকে আমিও খুব ভালোবাসি ওকে ,love
"সৌম্য যে ৪ মেরেছিল, সেটা কই? ",surprise
আয়মান বালম্যান এর কাছ থেকেই এগুলো শিখছে। ,sadness
মেহজাবিন রে কান্নাকাটি দেখলে মনে হয় আমার মেয়ে টা কাদেঁ সেই লাগে মেয়েটা দেখতে আমার মেয়ে টার মতো। ,love
শুটিং এর ভেতর শুটিং ভালোই লাগল ,joy
ধন‌্যাবাদ অফ্রদী ভাইকে একন একটা বিডিও আমাদের মাঝে পাটানুজন‌্য ,joy
নাটক টা আমি প্রতিদিন ডিউটি থেকে এসে একবার করে দেখি আমি ইরাক প্রবাসি আমার মতো কে কে আছো প্রবাস থাকলে সাড়া দাও ,joy
নিজেরে বিল গেটস মনে করেন নাকি ??? দেখলে তো মনে হয় বছরে একবারও বিরিয়ানি কিনে খাসনা ,sadness
তর মার হেডা ডা নাটক বইরা দিমু চুদানির পুতাইত তিন খানকি দিকলে মাথা নষ্ট হয়া জাইগা নাটকের জাত না ,sadness
এই গান গুলা একটা একটা করে গাইবেন প্লিজ ,joy
ওনার গানের গলা ও ভালোই ,joy
হাসার জন্য নাটক টা বেষ্ট ,joy
নতুন ব্যাটালিয়নের পতাকা উত্তোলন প্রধানমন্ত্রীর ,joy
ব্যাচেলর ঈদ নাটকের জন্য যে কি পরিমান অপেক্ষায় ছিলাম তার কোন হিসেব নাই🤞কাবিলা ইজ বেস্ট🤞বন্ধুদেরকেও দেখার জন্য ইনভাইট করছি দেখার জন্য❤️😍🇧🇩🇰🇼 ,joy
ঈদ মোবারক সবাইকে সেই নাটক নাইস অসাম ব্যাচেলর ব্যাস সবাইকে ধন্যবাদ ,joy
অনেক ভাল লাগলো ♥♥♥ ,love
"অসাধারন আবারও নতুন কিছু পেলাম,,, ",joy
তাই প্রশংসা করুন। স্ত্রী কে ভালবাসুন -যখন সে আপানাকে নিয়ে ঈর্ষান্বিত হয়। কারণ ,love
এইসব কম বয়সী স্টুপিডের বাচ্চারা আজকাল যা করে আমাদের সময়ে এইটা চিন্তাও করতে পারিনি ,sadness
খেলাটা দেখেছি খুব ভাল লাগলো। ,joy
"ধর সালিরে মার গোয়া........... ইচ্ছা মতো ধরা ধরি কর,,,,,, ",sadness
ভাইয়া আমার ড্রন পড়ার ইচ্ছা আছে। কিন্তু দাম বেশি থাকায় কিনতে পারতেছি না। আমাকে একটা ড্রোন ফ্রি দেন প্লিজ। প্লিজ প্লিজ প্লিজ। ,anger
এদের ধরে কি লাভ। কিছু দিন পর আবার আদালত তাদের ছেড়ে দেয়। তাহলে এই অভিযান করে লাভ কি? করতৃ পক্ষ বার বার উদাসীন। ,anger
চুল দাড়ি সব সবুজ কালার হয়ে গেছে কেন 😂😂 ,surprise
অসাধারন গান যত শুনি ততই ভালো লাগে ,joy
খুব খুব ভাল লেগেছে এই ব্লগটা.. ,joy
আমি যে ভুল করেছি। পাগলটার সাথে আজ ৯ মাসের সংসার ,anger
বিনোদন টিভি বাংলাদেশ ,joy
সঠিক মানুষের সাথে যোগাযোগ থাকলে ,joy
আমি ঠিক তোকে এখান থেকে নিয়ে যাবো। আমি তোর আরো ভাল চিকিৎসার ব্যবস্থা করবো। কথাগুলো বলা শেষ হবার পরও অথৈ ছিল স্থির ,anger
কে বলছে ভাই ,surprise
"নিশো ভাই রক্স, লাইক দিয়েন সবাই ",joy
খুব সুন্দর হয়েছে গান সবাইকে ধন্যবাদ জানিয়ে ,joy
ভদ্রতা কি জিনিস তা শুধু মাদ্রাসার ছাত্রদের দেখলেই বুঝা যায় ,joy
টাকা থাকলে আজকাল মেয়েরা সব মেনে নেয়। ,anger
জীবনে আর কোন দিন এই বিমানে জাবো কানে ধরছি তিনটায় বিমান ছারার কথা পাচটায় ফ্লাইট হয়েছে আর জাবোনা ,sadness
"ভাই ,ওরে বাটপার নিয়ে গান চাই ",joy
সেহেতু গ্যারায়কে আনতে হত কেননা বিশ্বকাপে আমরা দেখেছি গ্যারায় ডেমিচেলিস জুটি। - রুল্লিকে অনেকেই চাইছেন ,joy
আজকের রোস্টে মসলা বেশি ছিলো!ইয়াম্মি🔥 ,joy
শালির ঘরের শালি একদম চরম কথা।। ,sadness
মেয়েটার নরম দুদ আর পাছা দেখতে দেখতেই ভিডিও শেষ। ,sadness
কোথাও একরত্তি মেঘ নেই ,anger
"মেয়েটার বক্তব্য ঝগড়াটে এবং আক্রমনাত্মক, একজন শিক্ষিত মেয়ের কাছে এটা কেউ আশা করেনা।ধন্যবাদ। ",anger
১৯০১ সালে উরুগুয়ের রাজধানী মন্টিভিডিওতে।সে ম্যাচে আর্জেন্টিনা ৩-২ গোলে জয়লাভ করে। . ২।আর্জেন্টিনা ফুটবল টিমের সবচেয়ে বড় জয় হচ্ছে ১২-০ গোলে ইকুয়েডরের বিপক্ষে।ম্যাচটি অনুষ্ঠিত হয় ২২ শে জানুয়ারি ,joy
আমার ও একটু এমন শিক্ষা দেওয়ার দরকার। তাইলে সোজা হইয়া যাইতো। ,sadness
সেকি! তোমার কিছু হয়নি তো? স্বামী — আমি তখন বাইরে সিগারেট খেতে গিয়েছিলাম। বৌ — আল্লাহ বাঁচিয়েছেন ,fear
"এই ভিডিও আগে কই ছিলো এখন গ্রেফতার করার পর প্রকাশ করে নাটক করতে আসছেন । বাংলার জনগণকে তো আপনারা কলুর বলদ পেয়েছেন, তাই এত নাটক ",sadness
আরে তোদের ক্যাপ্টেন নিজে স্বীকার করেছে যে আমাদের ভুল হয়েগেছে ক্ষমা করেদাও আর তূই এখানে গলাবাজি করতে এসেছিস  ,sadness
আমি কিছু দেখি নাই 😂 ,joy
মাসের শেষে ১৩৮ টাকা মাকে ঘুরিয়ে দিয়েছিলাম ,joy
"আওয়ামী লীগের প্রডাক্ট নির্ভেজাল এতে সবাই জানে নতুন করে ভিডিও দিয়ে কি হবে,, এরকম হাজারো পাপিয়ার মতো বেশ্যা অলিতে গলিতে ঘুরতেছে ",sadness
"ভালো কাজ,,কিন্তু কয়েকটা কথা না বলে পারতাছি না,,রানা যখন পপুলার ছিলো না,,,বস্তিতে বসবাস করতো তখন তুমি কোথায় ছিলা,,,,,এখন কেনো রানা যখন পপুলার হইছে তাকে গাড়িতে বসাইতাছো,,তার সকল দায়িত্ব নিতাছো,,,,,এখন কেনো ??আগে কই ছিলা??তুমি না হয় রানার দায়িত্ব নিলা,বাংলাদেশের শতশত রানার দায়িত্ব কে নিবে???? ",sadness
কিন্তু মেসি এইটি পেয়েছে ,joy
ভালই বিনধন পাইলাম ,joy
এই দোকান গুলা সুনলাম যখন সব ফোন বিক্রি হয়ে যায় তারপর দোকান বিক্রি করে উধাও হয়ে যায় অনেক যায়গায় এমন কাহিনী হয়েছে ,surprise
রোকেয়ারে তুই কোথায় রে ,anger
ভাই আফ্রিদি আল্লাহ আপনার ভালো করবে ,love
বদ্ধ বাতাস আর মৃত ফুলের শহরে কবিতারা জন্মায় না। আর তাই ,anger
"আসোলে এইটা, অনেক বড়ো একটা সমস্যা সমাজে,,,,, ",anger
"ভিডিও ফুটেজ এখনও আছে,,, বাট হ্যাপি কথার ঠিক নেই,,, সে ঠিকই বিয়ে করে নিছে,,, এই মিডিয়ার লোকেদের,, মুখ আর গুয়া একই রকম ",sadness
"সাব্বাস বেটা ! হেতি এমনে লাফায় কা? কথার কোন ওয়েট নাই, একটা কথা কইয়া তিনডা লাফ দেয়। ",surprise
ক্রসফায়ার করা হোক অভিযুক্ত চারজন কে😤 ,sadness
অই শালায় একটা আস্ত গাধা... মাগী ভাড়া করছিলাম লাগানের লেগা ,sadness
হুডাই গডোর গডোর করিস নাহ ডিক হইবো নাহ। ,sadness
"এসব কেনো মিডিয়া তে,,,,,এসব কি বন্ধ করতে পারে না ",sadness
"সেই হইছে বস,কি বলবো ভাষা খুজে পাচ্ছি না ",joy
কলিজা ছুয়ে দিলো ,joy
কাবিলা তুরে এত কথা কউ কেডা ,sadness
মা আজ থেকে তুমি এ বাড়িরই একজন সদস্য। আমার মেয়ে তুমি ,love
ফালতু একটা গান। ,sadness
০০০ রান করা প্রথম ৫০ জন সদস্য পাবেন ৫ ,surprise
গ্রেপ্তারের আগে আপনাদের মত সাংবাদিক কি বাল পালাইছে তখন তো দেখিনা নিউজ করতে। ,sadness
লিঙ্গ কেটে ফেলা হোক🔪 ,sadness
পাপিয়া একদিনে এই অবস্হানে আসেনি এতোদিন কেন গ্রেপ্তার হয়নি ,sadness
লাভ ইউ বোথ ,love
আর একজন শিক্ষিত নারীকে হ্যান্ডেল করার জন্য পুরুষের যোগ্যতা। অনেক শিক্ষিত নারীই শিক্ষা ও অর্থনৈতিকসামর্থের গরম দেখাতে গিয়ে সংসারই করতে পারছে না ,anger
এর কাজ টা করা জন্য আপনাকে ধন্যবাদ ,joy
লাষ্টের গান টা আর নাটকের নাম টা কিন্তু জোস কে যে এটা দিছে সেই ,joy
আইপিএলে ভালো না সে খেলা আমার বাংলাদেশ বিউটিফুল ,joy
এগুলো এর কোন বিচার নেই ,anger
"বাজে এডিটিং,বাজে স্ক্রিপ্ট। ",sadness
এই খাংকির পোলাগে ব্রাস ফায়ার করেন। ,sadness
আইনের সুশাসন আমাদের দেশে খুবই নিম্নমানের ,anger
ভালোবাসার আরেক নাম তুই 😍😍😍তৌহিদ আছি থাকুম😍😍😍😍 ,love
অন্যরকম একটা নাটক❤💕 ,joy
ভাবছিলাম আমার কমেন্টাই প্রথম হবে কী আজব কমেন্ট করতে করতে ১০০+ হয়ে গেছ 😞😞😞 ,anger
"আমি তোমার ফ্যান না, কিন্তু ভিডিও ভাল্লাগে ",love
সবচেয়ে ফালতু বিরিয়ানি হচ্ছে হাজি বিরিয়ানি জঘন্য... ,sadness
ফুটানি ...।। কি জান ,sadness
লো সেলসোরা। অভিজ্ঞতা আর তারুণ্যের মিশেলের এই দলটা থেকে কি সেরাটা বের করে আনতে পারবেন হোর্হে সাম্পাওলি ,joy
অনেক খুশি হোলাম ,joy
"না দেশের নীতিনির্ধারকেরা । কেন তাদের প্রতি এ জুলুম অবিচার? আল্লাহ তাদের সুখে রাখুক আমীন । রঙ্গিন চশমা"" ",sadness
মিশন নোয়াখালী চাই✌✌✌😊😊 ,joy
রোদে পুড়তে হয়। অথচ এত কষ্টের পরও আল্লাহর পক্ষ থেকে আরোপিত দায়িত্বগুলো তারা যথাযথভাবে পালন করে চলছেন। এনাদের ফেস নাই ,anger
মনন ও সৃষ্টিশীলতার অনন্য সমন্বয় ,joy
অসাধারণ তোমার ভিডিও ,joy
চরম বিনোদন 😂 ,joy
সুখ দিবে না ধড়া ,anger
আপনারে গান শুনতে বলছে কে?আপনি তো হজুর মানুষ ,sadness
এটা তাদের ধর্মীয় পোষাক। কাউকে ছোট করতে গিয়ে নিজেদেরই ছোট করছেন সেটা খেয়াল করেছেন? . . যে যার পছন্দমত এবং ধর্মমতে পোষাক পরবে এটা তার অধিকার ,sadness
বোঝালাম না। সব কিছুতে রাজনীতি টানেন কেন ? ,sadness
"তিনজন পেসারি ছিলো ক্ষুধার্ত বাঘ। শরিফুল ১ নামবার, ২ নামবার অভিষেক ও শাকিব।। দারুন ভাইজানেরা ",joy
বাংলাদেশ তো তাই প্রথম ভালো হলে শেষের দিকটা কারাপ হবেই ১০০ ,anger
মনে রাখবে – সত্যি ভালোবাসার মূল্য কেউ কোন দিন দিতে পারিনি ,anger
অসাধারণ ভাই আপনার গায়ে ,joy
নাস্তিকরা ঢুকে যাচ্ছে এদেশে ,anger
বাংলাদেশি) কমিউনিটিতেও এটা এখন সমস্যা হয়ে দাড়িয়েছে। মেয়েরা মোটামুটি গ্রাজুয়েশন শেষ করে একটু স্টাবলিশ হলে ,anger
হুজুরের আপনাকে রোস্ট করসে 🎧আপনার গান শুনে ,sadness
"শেষে কুত্তা টা দিয়া কি বুঝাইলো?? 😷😷 যে মাইয়া মাইনষের থেইক্কা, কুত্তা ও দফাদার বেশি 😁😁😷😷😷😷 ",sadness
সরকার একটা বাস্টাডের বাচ্চা ,sadness
কাবিলা কি তোর মারে চুদছে নি ? ,sadness
২ ভিডিওতেই ১০০০ সাবস্ক্রাইবার চাই ,joy
কঠিন বিচার চাই ,sadness
পছন্দ হয় কিন্তু দামের জন্য বলতে পারিনা। অবশেষে দোকানীকে বললাম ,anger
১০০% মিলে গেছে!! ,joy
তাবীব ভাই ❤❤ ,love
এই নাটকটা দেখা শুরু করলাম 😍 নাটকের নামটা দেখে যে ভালো লেগেছে নাটকটা দেখে তার চেয়েও বেশি ভালো লেগেছে 😍 খুবই মজার একটা নাটক ছিলো 😍😍😍 ,joy
চমক ভাই দেখেতে কহি মিল্গার রিতিক রোশন এর মতন ,joy
কোন হৈচৈ নাই ,joy
খাট কিনতে গেছিলাম ,joy
দেখি কার কার এই গান টা প্রিয় 😉😉😉😉 ,joy
"ভাইয়া খুব ভাল লাগছে, ",joy
ও তোমার অনেক যত্ন নেয়। তোমার কাপড় ধুয়ে দেয় ,love
ভাই বাংলাদেশ এর প্রায় সব জায়গায় ব্লগ করছো। এই বার দিনাজপুর এ আসো ব্লগ করতে। ,love
আনেক ভালো লাগল তোমার এই ব্লগটা ,joy
ভাই আপনার চ্যানেলে খেলা ছাড়েন না কেন ,anger
সাজিয়ে রেখেছি কত মায়ায় তুমি হাসবে বলে আমার নয়ন ,love
"ধষর্নকারীর ফাসি দিতে সরকার পারে না,, পারে শুধু ভালো মানুষের জেলে দিতে আর ভালো ভালো হুজুরের ফাসি দিতে ",sadness
মিশে যায় হৃদয়ের তলে ,love
ছেলে টা কে দেখার জন্য গান টা বার বার শুনি....😍😍 ,love
নোয়াখালী ভাসা না দিলে ভাল হইত ,anger
"সব মেয়েদেরকে অনুরূদ করছি, কেউ কখনো প্রেম করে ছেলেদের জীবনটা নষ্ট করে দিবেন না। ",anger
এখন বােঝােক সাকিব কি ছিল ,sadness
অস্তির / ফাটাফাটি ☝☝☝☝ ,joy
জি আমিও এক মত 😱 ,joy
অনেক সুন্দর একটা গান। ,love
"সময় টিভিকে ধন্যবাদ,, এভাবে কাজ করে যান,,, দেশের জন্য ভাল হবে ",joy
"সাবাস বাংলার দামাল ছেলেরা, আরো এগিয়ে যাও। ",joy
মেয়েটি যেন তার সবচাইতে বেশি ভালবাসার মানুষটি থেকে দূরে সরতে থাকে। ছেলেটিও তা বুঝতে পারে। কিন্তু তাই বলে ভালবাসার কমতি হয়নি তাদের মাঝে। এক সময় ছেলেটি মেয়েটিকে বলে ,love
"নষ্ট গান,, বাজে গান,, পঁচা গান,,। ",sadness
ভাই সব সমই পাবো ,joy
মুশির নাচ ভাল ,joy
"চ্যাটের বাল,এগুলান শো অফ করা বাদ দিয়ে ভালো কন্টেন্ট বানান মিয়া ",sadness
ভ্লগ ট অনেক ভালো লেগেছে সাথে নাস্তার রেসিপিটাও ,joy
কাবিলা কাবিলা স্লোগান চাই ,joy
গুড ব্যাট লিটন দাশ ,joy
ভারতকে এটা দিয়ে অাক্রমন করো ,sadness
"আসসালামু আলাইকুম,আমি নতুন ইউটিবর আপনাদের সহ অনুভূতি কামনা করছি, আর নতুন যুদ্বু শুরু ধন্যবাদ। ",joy
কোনো মজাই নাই। চুলের রোস্টিং। ,sadness
সহমত পোষন করছি। ,joy
রাতের বেলায় ঘুমের মধ্যে জাগিয়ে বলবো ভালোবাসি তোমায় ,love
গাজার দাম কমেছে নাকি আবাল চোদা ,sadness
"আমি হৃদয়, আমি চাই দয়াল বাবা কেবলা কাবা গানটা পুরা চাই কে কে এক মত আছো✌✌✌✌✌✌✌✌✌✌✌ ",joy
পাডার পো পাডারে দেখার জন্য অপেক্ষায় ছিলাম ,sadness
আপনি খুব মজাদার লোক ভাই ,joy
আগামী পঞ্চাশ বছরের মধ্যে চীন বিশ্বে নতুন ঔপনিবেশিক শক্তি হিসেবে দাঁড়িয়ে যাবে। চীন জানে আফ্রিকার দরিদ্র দেশগুলো তাদের লোনের টাকা ফিরিয়ে দিতে পারবে না ,anger
এই বিমােন আরহন করা আর জিবন বাজি রাখা সমান কথা ! ,fear
আমি পশ্চিমা দেশগুলিতে অমুসলিমদের ইসলামের বিধান পালন করতে দেখি ,surprise
"শেখ সাদি এত কম সময়ের মধ্যে মনের মাঝে জায়গা করে নিছে, তা বলার বাহিরে ❤❤❤ ",love
সুধু কেমেরা টা পাওয়া জাবে আমার কাছে ড্রোন আছে ,joy
বস দারুণ দিছো... 👌👌👌👌 ,joy
কালিমার পতাকা নিয়ে এগিয়ে যাও ,love
এইসব একমাত্র বাংলাদেশেই সম্ভব 😑 ,anger
শুয়ারের বাচ্চারা ইউটিউবের ভিডিওতেও তোদের অ্যাড দেওয়া লাগে??? ,sadness
ওই ..তুই আমাকে ধরলি কেন..? 😝😝 ধরাধরি করতে ভালোলাগে??? আয় ! উপরে আয়! ধরাধরি করি 😂😂 ,joy
"আসলে , বাঙালি জাতি টাই সেরা ",love
আমরা নাটক বানায় সংসারের বন্ডিং মজবুত করার জন্যে আর আপনারা নাটক বানান সংসারে ফাটল ধরার জন্যে। ,sadness
সেদিন বিষন্ন মনে ঘরে ফিরে এলাম ,anger
আনেক ভালো লাগলো ,joy
আসুন নিয়মিত পূজা করি ,joy
তাই নিজেকে ঘুছিয়ে নিয়েছি। আজ এই বিশাল পৃথিবীতে সবই যেন আচেনা ,anger
একদম ঠিক বলছেন ,joy
সাবস্ক্রাইব গুতা দেন ,joy
শালারা ছোর তারা এবাবে বাংলাদেশ কে হারায় ,sadness
মহিলা এবং শিশুদের জীবনের উন্নতিতে সহায়তা করার জন্য তাদের প্রতিশ্রুতি নিশ্চিত করেছে ,joy
ক্ষেত মানে কুল😆😆 হিট লাইক ঢাকা গাইস👍👍 ,joy
সত্যি ভাই অনেক বড় মনের মানুষ ,joy
জীবনে ভালো থাকতেও রোগ-শোক-জরা জয় করে এগিয়ে যাবার বিকল্প নেই! ,joy
উপস্থাপনা ভালো ☺ ,joy
বিভিন্ন ডাটা ও মিনিট বান্ডেল প্যাক পাচ্ছেন অবিশ্বাস্য দামে। অফারটি চলবে ডিসেম্বর ১৬ ,joy
ভালবাসার মানুষের অভাব না হলেও মন কিন্তু একটাই থাকে। তাই যাকেই মন দাওনা কেন বুঝে শুনেই দিও ,love
"অসাধারন গানের কথাগুলো, কিস্তু গানটি সেভাবে গাইতে পারেনি গাইকা.... ",anger
কিন্তু আজকের মত সুযোগ হয়ে উঠেনি। মিশর হল ঐতিহ্যময় এবং ঐতিহাসিক একটি দেশ ,joy
টিক বলেছেন। তবে আমাদের ইচ্ছা না থাকলেও দেখতে হয় আপনাদের নাটক। ,anger
কত যে সুন্দৰ বলছো তুমি । তোমাকে বহুত বহুত ধন্যবাদ  ,joy
"মনটা আমার ছটফট করে, প্রাণে হাহাকার আমার ভালোবাসার ",love
এই পাপিয়ার সাথে কুত্তালীগের কোন কুত্তারা রাত কাটায়নি এমন কোনো কুত্তা বলতে পারবে নাকি? ,sadness
এসব থার্ডক্লাশ গানে কেমনে এত ভিউ হয়!! ,sadness
ভাই লাইক কইয়া ডিজলাইক 👎 এইটা দেখাইছেন কেন😛 ,joy
অথচ কেউ কাউকে চিনি না ,anger
খুব ভালো লাগছে ,joy
আমি মুগ্ধ 🙆🙆🙆😱😱😱😱👌👌👌👏👏😏 ,joy
"এটা সেইভ না করলেও যত উপর থেকে পড়েছে তাতে গোল হত না, বারের উপর দিয়েই যেত। তবে অসাধারণ!! ",joy
অসম্ভব সুন্দর বোন ,joy
৪ বার দেখলাম এখন পর্যন্ত ,joy
নৌকায় ভোট দিন। ,joy
রাগ করব কেন ? আসলে সবাই সুখি হতে পারে না কিংবা একেক জন একেক ভাবে সুখী হয়। এটা আসলে আপেক্ষিক ব্যাপার। -এটা বুঝি ,anger
শাকিব ছাড়া খেলা কোন জমে না ,anger
দু-জন মিলেই ভালোবাসি সেটা ভাবি না ,love
লাভ ইউ নিশো ,love
আমি এই বছর ২৫ বছরে পা দেব। খুবই সুন্দরী। স্টাইলিশ ,joy
মাথা খারাপ গান ,joy
এত গরমে কেমনে এই স্যুট পড়লেন? ,surprise
"আশা করি ডিজে রাহাত ভাইয়ের মাধ্যমে, পারভেজ ভাইকে দিয়ে এই গান গুলো সম্পূর্ণ লিরিক ইউটিউবে পাব। ",joy
ঢাকার মানুষ গ্যাস পাইনা।।।আবার ভোলা😁😁😁🤣🤣😅😅😅 ,joy
আমি যদি আমার বাবার মেয়ে হই তো আমি তোকে খুন করবো। আমার ইচ্ছাটা খুব তীব্র হলেও আমি বুঝতে পারছিলামনা তোকে আমি কোথায় ,sadness
আমি লাস্টে টিপ মারছি 😁😁 ,joy
তুমি আসোলেই একটা কিউটের গোডাউন ,love
তুমি তাকে ভালোবাসো ,love
চুরি বিদ্যা বড় বিদ্যা যদি না পড়ে ধরা ,sadness
পারলে সবগুলোতেই মেসি ,joy
যত সব পাগল ছাগলের দল ,sadness
পথ শিশুদের চেয়ে প্রবাসি যন্ত্রনা আরও বেসি ,anger
নায়িকার ম্যাকাপটা অনেক বেশি ছিল নাটকে।।। ,sadness
ভারত হারলে হেরে যায় আইসিসি 😄😄😄😄😄😄☺☺😄😄😄 ,joy
"ছিঁ,,,,,,,,এই নাচের জন্য, এত টাকা নষ্ট করছে ",sadness
আরে মাগি এত বক বক করস কেন ,sadness
কয়েকটাদিন একটু হেসে খেলে পরে বুঝিয়ে বলা যাবে। আর এখন তো ব্যাস্ত থাকবো ,joy
"অনেকের দেখি চেহারা হাইড রাখেন। এটা ঠিক না। তাদেরও মুখোশ খোলা দরকার। এখানে নিশ্চয়ই রাজনীতির নেতারাও এই অপকর্মের সাথে যুক্ত রয়েছে। তাদের এই অপকর্ম সম্পর্কেও আমাদের জানা উচিত। কারণ রাজনীতির নেতারা এই কুকর্মে যুক্ত না থাকলে একটা মেয়ে এতো কিছু করতে পারতো না, এমনকি করার সাহসও পেতো না।। আমরা ঔসব রাজনীতির নেতাদের মুখোশ দেখতে চাই  ",sadness
আমি ভারতীয় কিন্তু তবুও আমি এই সব দানবের ফাঁসি চাই ,sadness
